カテゴリー,分類群,和名,学名
絶滅危惧II類（VU）,維管束植物,ヌマドジョウツナギ,Glyceria spiculosa
絶滅危惧II類（VU）,維管束植物,オキナワミゾイチゴツナギ,Poa acroleuca var. ryukyuensis
絶滅危惧II類（VU）,維管束植物,タカネタチイチゴツナギ,Poa glauca var. glauca
絶滅危惧II類（VU）,維管束植物,ミヤマカニツリ,Trisetum koidzumianum
絶滅危惧II類（VU）,維管束植物,リシリカニツリ,Trisetum spicatum subsp. alascanum
絶滅危惧II類（VU）,維管束植物,ノヤシ,Clinostigma savoryanum
絶滅危惧II類（VU）,維管束植物,ヤマコンニャク,Amorphophallus kiusianus
絶滅危惧II類（VU）,維管束植物,マイヅルテンナンショウ,Arisaema heterophyllum
絶滅危惧II類（VU）,維管束植物,カミコウチテンナンショウ,Arisaema ishizuchiense subsp. brevicollum
絶滅危惧II類（VU）,維管束植物,ハリママムシグサ,Arisaema minus
絶滅危惧II類（VU）,維管束植物,ユキモチソウ,Arisaema sikokianum
絶滅危惧II類（VU）,維管束植物,ナベクラザゼンソウ,Symplocarpus nabekuraensis
絶滅危惧II類（VU）,維管束植物,ヒンジモ,Lemna trisulca
絶滅危惧II類（VU）,維管束植物,ホソバウキミクリ,Sparganium angustifolium
絶滅危惧II類（VU）,維管束植物,オオミクリ,Sparganium eurycarpum subsp. coreanum
絶滅危惧II類（VU）,維管束植物,ウキミクリ,Sparganium gramineum
絶滅危惧II類（VU）,維管束植物,ヒメミクリ,Sparganium subglobosum
絶滅危惧II類（VU）,維管束植物,オオサンカクイ,Actinoscirpus grossus
絶滅危惧II類（VU）,維管束植物,ホザキマスクサ,Carex angustealata (in schedule)
絶滅危惧II類（VU）,維管束植物,アポイタヌキラン,Carex apoiensis
絶滅危惧II類（VU）,維管束植物,ワンドスゲ,Carex argyi
絶滅危惧II類（VU）,維管束植物,タルマイスゲ,Carex buxbaumii
絶滅危惧II類（VU）,維管束植物,ジョウロウスゲ,Carex capricornis
絶滅危惧II類（VU）,維管束植物,ヌマアゼスゲ,Carex cinerascens
絶滅危惧II類（VU）,維管束植物,トカラカンスゲ,Carex conica var. scabrocaudata
絶滅危惧II類（VU）,維管束植物,ハナビスゲ,Carex cruciata
絶滅危惧II類（VU）,維管束植物,クリイロスゲ,Carex diandra
絶滅危惧II類（VU）,維管束植物,ヒメアゼスゲ,Carex eleusinoides
絶滅危惧II類（VU）,維管束植物,タイワンスゲ,Carex formosensis
絶滅危惧II類（VU）,維管束植物,サヤマスゲ,Carex hashimotoi
絶滅危惧II類（VU）,維管束植物,ヒルゼンスゲ,Carex impura
絶滅危惧II類（VU）,維管束植物,イトナルコスゲ,Carex laxa
絶滅危惧II類（VU）,維管束植物,ムセンスゲ,Carex livida
絶滅危惧II類（VU）,維管束植物,ヌマクロボスゲ,Carex meyeriana
絶滅危惧II類（VU）,維管束植物,キシュウナキリスゲ,Carex nachiana
絶滅危惧II類（VU）,維管束植物,ミヤマイワスゲ,Carex odontostoma
絶滅危惧II類（VU）,維管束植物,ダケスゲ,Carex paupercula
絶滅危惧II類（VU）,維管束植物,ハシナガカンスゲ,Carex phaeodon
絶滅危惧II類（VU）,維管束植物,アカネスゲ,Carex poculisquama
絶滅危惧II類（VU）,維管束植物,シロホンモンジスゲ,Carex polyschoena
絶滅危惧II類（VU）,維管束植物,アカスゲ,Carex quadriflora
絶滅危惧II類（VU）,維管束植物,イトヒキスゲ,Carex remotiuscula
絶滅危惧II類（VU）,維管束植物,カラフトカサスゲ,Carex rostrata var. rostrata
絶滅危惧II類（VU）,維管束植物,シコタンスゲ,Carex scita var. scabrinervia
絶滅危惧II類（VU）,維管束植物,タカネナルコ,Carex siroumensis
絶滅危惧II類（VU）,維管束植物,ミヤケスゲ,Carex subumbellata
絶滅危惧II類（VU）,維管束植物,タイホクスゲ,Carex taihokuensis
絶滅危惧II類（VU）,維管束植物,ノスゲ,Carex tashiroana
絶滅危惧II類（VU）,維管束植物,オノエスゲ,Carex tenuiformis
絶滅危惧II類（VU）,維管束植物,フサカンスゲ,Carex tokarensis
絶滅危惧II類（VU）,維管束植物,セキモンスゲ,Carex toyoshimae
絶滅危惧II類（VU）,維管束植物,ホロムイクグ,Carex tsuishikarensis
絶滅危惧II類（VU）,維管束植物,ツシマスゲ,Carex tsushimensis
絶滅危惧II類（VU）,維管束植物,イワヤスゲ,Carex tumidula
絶滅危惧II類（VU）,維管束植物,ヌイオスゲ,Carex vanheurckii
絶滅危惧II類（VU）,維管束植物,カンエンガヤツリ,Cyperus exaltatus var. iwasakii
絶滅危惧II類（VU）,維管束植物,カガシラ,Diplacrum caricinum
絶滅危惧II類（VU）,維管束植物,チシママツバイ,Eleocharis acicularis var. acicularis
絶滅危惧II類（VU）,維管束植物,スジヌマハリイ,Eleocharis equisetiformis
絶滅危惧II類（VU）,維管束植物,シロミノハリイ,Eleocharis margaritacea
絶滅危惧II類（VU）,維管束植物,コツブヌマハリイ,Eleocharis parvinux
絶滅危惧II類（VU）,維管束植物,チャボイ,Eleocharis parvula
絶滅危惧II類（VU）,維管束植物,ツクシテンツキ,Fimbristylis dichotoma subsp. podocarpa
絶滅危惧II類（VU）,維管束植物,オノエテンツキ,Fimbristylis fusca
絶滅危惧II類（VU）,維管束植物,ムニンテンツキ,Fimbristylis longispica var. boninensis
絶滅危惧II類（VU）,維管束植物,ノハラテンツキ,Fimbristylis pierotii
絶滅危惧II類（VU）,維管束植物,トネテンツキ,Fimbristylis stauntonii var. tonensis
絶滅危惧II類（VU）,維管束植物,シマイガクサ,Rhynchospora boninensis
絶滅危惧II類（VU）,維管束植物,ムニンイヌノハナヒゲ,Rhynchospora chinensis var. curvoaristata
絶滅危惧II類（VU）,維管束植物,ハタベカンガレイ,Schoenoplectus gemmifer
絶滅危惧II類（VU）,維管束植物,イヌフトイ,Schoenoplectus littoralis subsp. subulatus
絶滅危惧II類（VU）,維管束植物,ヒメカンガレイ,Schoenoplectus mucronatus var. mucronatus
絶滅危惧II類（VU）,維管束植物,ヒメマツカサススキ,Scirpus karuisawensis
絶滅危惧II類（VU）,維管束植物,タカネクロスゲ,Scirpus maximowiczii
絶滅危惧II類（VU）,維管束植物,ミカワシンジュガヤ,Scleria mikawana
絶滅危惧II類（VU）,維管束植物,クロミノシンジュガヤ,Scleria sumatrensis
絶滅危惧II類（VU）,維管束植物,シマクマタケラン,Alpinia boninsimensis
絶滅危惧II類（VU）,維管束植物,コアニチドリ,Amitostigma kinoshitae
絶滅危惧II類（VU）,維管束植物,オキナワチドリ,Amitostigma lepidum
絶滅危惧II類（VU）,維管束植物,オガサワラシコウラン,Bulbophyllum boninense
絶滅危惧II類（VU）,維管束植物,ダルマエビネ,Calanthe alismifolia
絶滅危惧II類（VU）,維管束植物,アサヒエビネ,Calanthe hattorii
絶滅危惧II類（VU）,維管束植物,レンギョウエビネ,Calanthe lyroglossa
絶滅危惧II類（VU）,維管束植物,オナガエビネ,Calanthe masuca
絶滅危惧II類（VU）,維管束植物,キンセイラン,Calanthe nipponica
絶滅危惧II類（VU）,維管束植物,ナツエビネ,Calanthe puberula var. puberula
絶滅危惧II類（VU）,維管束植物,サルメンエビネ,Calanthe tricarinata
絶滅危惧II類（VU）,維管束植物,ツルラン,Calanthe triplicata
絶滅危惧II類（VU）,維管束植物,ヒメホテイラン,Calypso bulbosa var. bulbosa
絶滅危惧II類（VU）,維管束植物,ユウシュンラン,Cephalanthera erecta var. subaphylla
絶滅危惧II類（VU）,維管束植物,キンラン,Cephalanthera falcata
絶滅危惧II類（VU）,維管束植物,クゲヌマラン,Cephalanthera longifolia
絶滅危惧II類（VU）,維管束植物,ヒメノヤガラ,Chamaegastrodia sikokiana
絶滅危惧II類（VU）,維管束植物,アカバシュスラン,Cheirostylis liukiuensis
絶滅危惧II類（VU）,維管束植物,ムカデラン,Cleisostoma scolopendrifolium
絶滅危惧II類（VU）,維管束植物,バイケイラン,Corymborkis veratrifolia
絶滅危惧II類（VU）,維管束植物,トケンラン,Cremastra unguiculata
絶滅危惧II類（VU）,維管束植物,マヤラン,Cymbidium macrorhizon
絶滅危惧II類（VU）,維管束植物,ナギラン,Cymbidium nagifolium
絶滅危惧II類（VU）,維管束植物,クマガイソウ,Cypripedium japonicum
絶滅危惧II類（VU）,維管束植物,アツモリソウ,Cypripedium macranthos var. speciosum
絶滅危惧II類（VU）,維管束植物,キバナノアツモリソウ,Cypripedium yatabeanum
絶滅危惧II類（VU）,維管束植物,ハコネラン,Ephippianthus sawadanus
絶滅危惧II類（VU）,維管束植物,ハマカキラン,Epipactis papillosa var. sayekiana
絶滅危惧II類（VU）,維管束植物,オサラン,Eria japonica
絶滅危惧II類（VU）,維管束植物,カシノキラン,Gastrochilus japonicus
絶滅危惧II類（VU）,維管束植物,マツラン,Gastrochilus matsuran
絶滅危惧II類（VU）,維管束植物,モミラン,Gastrochilus toramanus
絶滅危惧II類（VU）,維管束植物,コンジキヤガラ,Gastrodia javanica
絶滅危惧II類（VU）,維管束植物,ハルザキヤツシロラン,Gastrodia nipponica
絶滅危惧II類（VU）,維管束植物,ナンバンキンギンソウ,Goodyera grandis
絶滅危惧II類（VU）,維管束植物,シマシュスラン,Goodyera viridiflora
絶滅危惧II類（VU）,維管束植物,ヒメミズトンボ,Habenaria linearifolia var. brachycentra
絶滅危惧II類（VU）,維管束植物,ミズトンボ,Habenaria sagittifera
絶滅危惧II類（VU）,維管束植物,ヤクシマアカシュスラン,Hetaeria yakusimensis
絶滅危惧II類（VU）,維管束植物,オオハクウンラン,Kuhlhasseltia nakaiana var. fissa (in schedule)
絶滅危惧II類（VU）,維管束植物,チケイラン,Liparis bootanensis
絶滅危惧II類（VU）,維管束植物,シマササバラン,Liparis formosana var. hachijoensis
絶滅危惧II類（VU）,維管束植物,フガクスズムシソウ,Liparis fujisanensis
絶滅危惧II類（VU）,維管束植物,フウラン,Neofinetia falcata
絶滅危惧II類（VU）,維管束植物,ヒメムヨウラン,Neottia acuminata
絶滅危惧II類（VU）,維管束植物,サカネラン,Neottia nidus-avis var. mandshurica
絶滅危惧II類（VU）,維管束植物,ヤエヤマヒトツボクロ,Nervilia aragoana
絶滅危惧II類（VU）,維管束植物,ヒナチドリ,Orchis chidori
絶滅危惧II類（VU）,維管束植物,ウチョウラン,Orchis graminifolia var. graminifolia
絶滅危惧II類（VU）,維管束植物,ガンゼキラン,Phaius flavus
絶滅危惧II類（VU）,維管束植物,カクチョウラン,Phaius tankervilleae
絶滅危惧II類（VU）,維管束植物,タカネトンボ,Platanthera chorisiana
絶滅危惧II類（VU）,維管束植物,ヒロハトンボソウ,Platanthera fuscescens
絶滅危惧II類（VU）,維管束植物,シロウマチドリ,Platanthera hyperborea
絶滅危惧II類（VU）,維管束植物,アマミトンボ,Platanthera mandarinorum subsp. hachijoensis var. amamiana
絶滅危惧II類（VU）,維管束植物,ナガバトンボソウ,Platanthera tipuloides subsp. linearifolia
絶滅危惧II類（VU）,維管束植物,コウトウシラン,Spathoglottis plicata
絶滅危惧II類（VU）,維管束植物,イリオモテムヨウラン,Stereosandra javanica
絶滅危惧II類（VU）,維管束植物,コオロギラン,Stigmatodactylus sikokianus
絶滅危惧II類（VU）,維管束植物,ヒメトケンラン,Tainia laxiflora
絶滅危惧II類（VU）,維管束植物,イシガキキヌラン,Zeuxine gracilis var. sakagutii
絶滅危惧II類（VU）,維管束植物,ヒメバラモミ,Picea maximowiczii
絶滅危惧II類（VU）,維管束植物,トガサワラ,Pseudotsuga japonica
絶滅危惧II類（VU）,維管束植物,リシリビャクシン,Juniperus communis var. montana
絶滅危惧II類（VU）,維管束植物,シマムロ,Juniperus taxifolia var. taxifolia
絶滅危惧II類（VU）,維管束植物,ヒモヅル,Lycopodium casuarinoides
絶滅危惧II類（VU）,維管束植物,スギラン,Lycopodium cryptomerinum
絶滅危惧II類（VU）,維管束植物,ミズニラモドキ,Isoetes pseudojaponica
絶滅危惧II類（VU）,維管束植物,シナミズニラ,Isoetes sinensis var. sinensis
絶滅危惧II類（VU）,維管束植物,コケカタヒバ,Selaginella leptophylla
絶滅危惧II類（VU）,維管束植物,アマミクラマゴケ,Selaginella limbata
絶滅危惧II類（VU）,維管束植物,イヌカタヒバ,Selaginella moellendorffii
絶滅危惧II類（VU）,維管束植物,エゾノヒモカズラ,Selaginella sibirica
絶滅危惧II類（VU）,維管束植物,ヤチスギナ,Equisetum pratense
絶滅危惧II類（VU）,維管束植物,ヒメドクサ,Equisetum scirpoides
絶滅危惧II類（VU）,維管束植物,フサスギナ,Equisetum sylvaticum
絶滅危惧II類（VU）,維管束植物,ヒメハナワラビ,Botrychium lunaria
絶滅危惧II類（VU）,維管束植物,ミドリハナワラビ,Botrychium triangularifolium
絶滅危惧II類（VU）,維管束植物,トネハナヤスリ,Ophioglossum namegatae
絶滅危惧II類（VU）,維管束植物,チャボハナヤスリ,Ophioglossum parvum
絶滅危惧II類（VU）,維管束植物,ハハジマホラゴケ,Abrodictyum boninense
絶滅危惧II類（VU）,維管束植物,マメゴケシダ,Didymoglossum motleyi
絶滅危惧II類（VU）,維管束植物,カネコシダ,Gleichenia laevissima
絶滅危惧II類（VU）,維管束植物,サンショウモ,Salvinia natans
絶滅危惧II類（VU）,維管束植物,デンジソウ,Marsilea quadrifolia
絶滅危惧II類（VU）,維管束植物,ヒメホングウシダ,Lindsaea cambodgensis
絶滅危惧II類（VU）,維管束植物,ムニンエダウチホングウシダ,Lindsaea repanda
絶滅危惧II類（VU）,維管束植物,イワホウライシダ,Adiantum ogasawarense
絶滅危惧II類（VU）,維管束植物,ヒメウラジロ,Cheilanthes argentea
絶滅危惧II類（VU）,維管束植物,エビガラシダ,Cheilanthes chusana
絶滅危惧II類（VU）,維管束植物,ヒメシシラン,Haplopteris ensiformis
絶滅危惧II類（VU）,維管束植物,カワリバアマクサシダ,Pteris cadieri
絶滅危惧II類（VU）,維管束植物,キドイノモトソウ,Pteris kidoi
