カテゴリー,分類群,和名,学名
絶滅危惧IB類（EN）,維管束植物,ヒカゲアマクサシダ,Pteris tokioi
絶滅危惧IB類（EN）,維管束植物,ヒメイノモトソウ,Pteris yamatensis
絶滅危惧IB類（EN）,維管束植物,ヒメムカゴシダ,Monachosorum arakii
絶滅危惧IB類（EN）,維管束植物,マキノシダ,Asplenium formosae
絶滅危惧IB類（EN）,維管束植物,イエジマチャセンシダ,Asplenium oligophlebium var. iezimaense
絶滅危惧IB類（EN）,維管束植物,ラハオシダ,Hymenasplenium excisum
絶滅危惧IB類（EN）,維管束植物,サカバイヌワラビ,Athyrium reflexipinnum
絶滅危惧IB類（EN）,維管束植物,コモチイヌワラビ,Athyrium strigillosum
絶滅危惧IB類（EN）,維管束植物,ホウライイヌワラビ,Athyrium subrigescens
絶滅危惧IB類（EN）,維管束植物,アオグキイヌワラビ,Athyrium viridescentipes
絶滅危惧IB類（EN）,維管束植物,ホソバシケチシダ,Cornopteris banajaoensis
絶滅危惧IB類（EN）,維管束植物,アソシケシダ,Deparia otomasui
絶滅危惧IB類（EN）,維管束植物,イヨクジャク,Diplazium okudairae
絶滅危惧IB類（EN）,維管束植物,タイワンハリガネワラビ,Thelypteris uraiensis
絶滅危惧IB類（EN）,維管束植物,ヒロハナライシダ,Arachniodes quadripinnata subsp. fimbriata
絶滅危惧IB類（EN）,維管束植物,コキンモウイノデ,Ctenitis microlepigera
絶滅危惧IB類（EN）,維管束植物,サツマシダ,Ctenitis sinii
絶滅危惧IB類（EN）,維管束植物,ホウライヒメワラビ,Dryopteris hendersonii
絶滅危惧IB類（EN）,維管束植物,センジョウデンダ,Polystichum atkinsonii
絶滅危惧IB類（EN）,維管束植物,ヒイラギデンダ,Polystichum lonchitis
絶滅危惧IB類（EN）,維管束植物,ヤシャイノデ,Polystichum neolobatum
絶滅危惧IB類（EN）,維管束植物,コマチイワヒトデ,Colysis elegans
絶滅危惧IB類（EN）,維管束植物,タイワンアオネカズラ,Goniophlebium formosanum
絶滅危惧IB類（EN）,維管束植物,ミョウギシダ,Goniophlebium someyae
絶滅危惧IB類（EN）,維管束植物,ヒメウラボシ,Grammitis dorsipila
絶滅危惧IB類（EN）,維管束植物,トヨグチウラボシ,Lepisorus clathratus
絶滅危惧IB類（EN）,維管束植物,クラガリシダ,Lepisorus miyoshianus
絶滅危惧IB類（EN）,維管束植物,ナガバコウラボシ,Oreogrammitis tuyamae
絶滅危惧IB類（EN）,維管束植物,タカウラボシ,Phymatosorus nigrescens
絶滅危惧IB類（EN）,維管束植物,オオエゾデンダ,Polypodium vulgare
絶滅危惧IB類（EN）,維管束植物,ヤクシマウラボシ,Selliguea yakuinsularis
絶滅危惧IB類（EN）,維管束植物,キレハオオクボシダ,Tomophyllum sakaguchianum
絶滅危惧II類（VU）,維管束植物,アッケシソウ,Salicornia europaea
絶滅危惧II類（VU）,維管束植物,シチメンソウ,Suaeda japonica
絶滅危惧II類（VU）,維管束植物,ヒロハマツナ,Suaeda malacosperma
絶滅危惧II類（VU）,維管束植物,ユビソヤナギ,Salix hukaoana
絶滅危惧II類（VU）,維管束植物,ヒダカミネヤナギ,Salix nakamurana subsp. kurilensis
絶滅危惧II類（VU）,維管束植物,コマイワヤナギ,Salix rupifraga
絶滅危惧II類（VU）,維管束植物,ハナガガシ,Quercus hondae
絶滅危惧II類（VU）,維管束植物,オオトキワイヌビワ,Ficus nishimurae
絶滅危惧II類（VU）,維管束植物,タイワントリアシ,Boehmeria formosana
絶滅危惧II類（VU）,維管束植物,トキホコリ,Elatostema densiflorum
絶滅危惧II類（VU）,維管束植物,タチゲヒカゲミズ,Parietaria micrantha var. coreana
絶滅危惧II類（VU）,維管束植物,ナガバサンショウソウ,Pellionia yosiei
絶滅危惧II類（VU）,維管束植物,ソハヤキミズ,Pilea swinglei
絶滅危惧II類（VU）,維管束植物,ミヤマツチトリモチ,Balanophora nipponica
絶滅危惧II類（VU）,維管束植物,ヒメイワタデ,Aconogonon ajanense
絶滅危惧II類（VU）,維管束植物,ヒメタデ,Persicaria erectominor var. erectominor
絶滅危惧II類（VU）,維管束植物,サイコクヌカボ,Persicaria foliosa var. nikaii
絶滅危惧II類（VU）,維管束植物,ヤナギヌカボ,Persicaria foliosa var. paludicola
絶滅危惧II類（VU）,維管束植物,ヌカボタデ,Persicaria taquetii
絶滅危惧II類（VU）,維管束植物,コギシギシ,Rumex dentatus subsp. nipponicus
絶滅危惧II類（VU）,維管束植物,カラフトノダイオウ,Rumex gmelinii
絶滅危惧II類（VU）,維管束植物,ノダイオウ,Rumex longifolius
絶滅危惧II類（VU）,維管束植物,ヌマハコベ,Montia fontana
絶滅危惧II類（VU）,維管束植物,オキナワマツバボタン,Portulaca okinawensis
絶滅危惧II類（VU）,維管束植物,カトウハコベ,Arenaria katoana
絶滅危惧II類（VU）,維管束植物,チョウカイフスマ,Arenaria merckioides var. chokaiensis
絶滅危惧II類（VU）,維管束植物,ミツモリミミナグサ,Cerastium arvense var. ovatum
絶滅危惧II類（VU）,維管束植物,タガソデソウ,Cerastium pauciflorum var. amurense
絶滅危惧II類（VU）,維管束植物,タカネミミナグサ,Cerastium rubescens var. koreanum
絶滅危惧II類（VU）,維管束植物,タチハコベ,Moehringia trinervia
絶滅危惧II類（VU）,維管束植物,ヒナワチガイソウ,Pseudostellaria heterantha var. linearifolia
絶滅危惧II類（VU）,維管束植物,ナンブワチガイソウ,Pseudostellaria japonica
絶滅危惧II類（VU）,維管束植物,クシロワチガイソウ,Pseudostellaria sylvatica
絶滅危惧II類（VU）,維管束植物,アオモリマンテマ,Silene aomorensis
絶滅危惧II類（VU）,維管束植物,エゾマンテマ,Silene foliosa
絶滅危惧II類（VU）,維管束植物,オグラセンノウ,Silene kiusiana
絶滅危惧II類（VU）,維管束植物,マツモトセンノウ,Silene sieboldii
絶滅危惧II類（VU）,維管束植物,エンビセンノウ,Silene wilfordii
絶滅危惧II類（VU）,維管束植物,テバコマンテマ,Silene yanoei
絶滅危惧II類（VU）,維管束植物,オオハコベ,Stellaria bungeana
絶滅危惧II類（VU）,維管束植物,イトハコベ,Stellaria filicaulis
絶滅危惧II類（VU）,維管束植物,シコタンハコベ,Stellaria ruscifolia
絶滅危惧II類（VU）,維管束植物,ケスナヅル,Cassytha pubescens
絶滅危惧II類（VU）,維管束植物,シナクスモドキ,Cryptocarya chinensis
絶滅危惧II類（VU）,維管束植物,オキナワコウバシ,Lindera communis var. okinawensis
絶滅危惧II類（VU）,維管束植物,ガッサントリカブト,Aconitum gassanense
絶滅危惧II類（VU）,維管束植物,センウズモドキ,Aconitum jaluense subsp. iwatekense
絶滅危惧II類（VU）,維管束植物,マシケレイジンソウ,Aconitum mashikense
絶滅危惧II類（VU）,維管束植物,キタザワブシ,Aconitum nipponicum subsp. micranthum
絶滅危惧II類（VU）,維管束植物,ミョウコウトリカブト,Aconitum nipponicum subsp. nipponicum var. septemcarpum
絶滅危惧II類（VU）,維管束植物,ワガトリカブト,Aconitum okuyamae var. wagaense
絶滅危惧II類（VU）,維管束植物,タカネトリカブト,Aconitum zigzag
絶滅危惧II類（VU）,維管束植物,シコクフクジュソウ,Adonis shikokuensis
絶滅危惧II類（VU）,維管束植物,ウラホロイチゲ,Anemone amurensis
絶滅危惧II類（VU）,維管束植物,フタマタイチゲ,Anemone dichotoma
絶滅危惧II類（VU）,維管束植物,キタダケソウ,Callianthemum hondoense
絶滅危惧II類（VU）,維管束植物,クロバナハンショウヅル,Clematis fusca
絶滅危惧II類（VU）,維管束植物,ムニンセンニンソウ,Clematis terniflora var. boninensis
絶滅危惧II類（VU）,維管束植物,キバナサバノオ,Dichocarpum pterigionocaudatum
絶滅危惧II類（VU）,維管束植物,ヒメキンポウゲ,Halerpestes kawakamii
絶滅危惧II類（VU）,維管束植物,オキナグサ,Pulsatilla cernua
絶滅危惧II類（VU）,維管束植物,コキツネノボタン,Ranunculus chinensis
絶滅危惧II類（VU）,維管束植物,ヒキノカサ,Ranunculus ternatus var. ternatus
絶滅危惧II類（VU）,維管束植物,ダイセンカラマツ,Thalictrum aquilegiifolium var. daisenense
絶滅危惧II類（VU）,維管束植物,ハルカラマツ,Thalictrum baicalense
絶滅危惧II類（VU）,維管束植物,アポイカラマツ,Thalictrum foetidum var. apoiense
絶滅危惧II類（VU）,維管束植物,チャボカラマツ,Thalictrum foetidum var. glabrescens
絶滅危惧II類（VU）,維管束植物,ナガバカラマツ,Thalictrum integrilobum
絶滅危惧II類（VU）,維管束植物,コゴメカラマツ,Thalictrum microspermum
絶滅危惧II類（VU）,維管束植物,イワカラマツ,Thalictrum sekimotoanum
絶滅危惧II類（VU）,維管束植物,ノカラマツ,Thalictrum simplex var. brevipes
絶滅危惧II類（VU）,維管束植物,ヤクシマカラマツ,Thalictrum tuberiferum var. yakusimense
絶滅危惧II類（VU）,維管束植物,タマカラマツ,Thalictrum watanabei
絶滅危惧II類（VU）,維管束植物,チョウセンキンミズヒキ,Agrimonia coreana
絶滅危惧II類（VU）,維管束植物,ハゴロモグサ,Alchemilla japonica
絶滅危惧II類（VU）,維管束植物,アポイヤマブキショウマ,Aruncus dioicus var. subrotundus
絶滅危惧II類（VU）,維管束植物,エゾサンザシ,Crataegus jozana
絶滅危惧II類（VU）,維管束植物,シコクシモツケソウ,Filipendula tsuguwoi
絶滅危惧II類（VU）,維管束植物,テンノウメ,Osteomeles anthyllidifolia var. subrotunda
絶滅危惧II類（VU）,維管束植物,ツチグリ,Potentilla discolor
絶滅危惧II類（VU）,維管束植物,キンロバイ,Potentilla fruticosa var. rigida
絶滅危惧II類（VU）,維管束植物,メアカンキンバイ,Potentilla miyabei
絶滅危惧II類（VU）,維管束植物,ヒロハノカワラサイコ,Potentilla niponica
絶滅危惧II類（VU）,維管束植物,ウラジロキンバイ,Potentilla nivea
絶滅危惧II類（VU）,維管束植物,アオナシ,Pyrus ussuriensis var. hondoensis
絶滅危惧II類（VU）,維管束植物,サンショウバラ,Rosa hirtula
絶滅危惧II類（VU）,維管束植物,シマバライチゴ,Rubus lambertianus
絶滅危惧II類（VU）,維管束植物,サナギイチゴ,Rubus pungens var. oldhamii
絶滅危惧II類（VU）,維管束植物,エゾシモツケ,Spiraea sericea
絶滅危惧II類（VU）,維管束植物,サイコクイカリソウ,Epimedium diphyllum subsp. kitamuranum
絶滅危惧II類（VU）,維管束植物,クモイイカリソウ,Epimedium koreanum var. coelestre
絶滅危惧II類（VU）,維管束植物,オニバス,Euryale ferox
絶滅危惧II類（VU）,維管束植物,オグラコウホネ,Nuphar oguraensis
絶滅危惧II類（VU）,維管束植物,オゼコウホネ,Nuphar pumila var. ozeensis
絶滅危惧II類（VU）,維管束植物,ネムロコウホネ,Nuphar pumila var. pumila
絶滅危惧II類（VU）,維管束植物,ヒメコウホネ,Nuphar subintegerrima
絶滅危惧II類（VU）,維管束植物,エゾベニヒツジグサ,Nymphaea tetragona var. erythrostigmatica
絶滅危惧II類（VU）,維管束植物,シマゴショウ,Peperomia boninsimensis
絶滅危惧II類（VU）,維管束植物,キビヒトリシズカ,Chloranthus fortunei
絶滅危惧II類（VU）,維管束植物,マルバウマノスズクサ,Aristolochia contorta
絶滅危惧II類（VU）,維管束植物,コウシュンウマノスズクサ,Aristolochia zollingeriana
絶滅危惧II類（VU）,維管束植物,ナンゴクアオイ,Asarum crassum
絶滅危惧II類（VU）,維管束植物,キナンカンアオイ,Asarum fauriei var. austrokiiensis (in schedule)
絶滅危惧II類（VU）,維管束植物,ミチノクサイシン,Asarum fauriei var. fauriei
絶滅危惧II類（VU）,維管束植物,ミヤマアオイ,Asarum fauriei var. nakaianum
絶滅危惧II類（VU）,維管束植物,フジノカンアオイ,Asarum fudsinoi
絶滅危惧II類（VU）,維管束植物,キンチャクアオイ,Asarum hexalobum var. perfectum
絶滅危惧II類（VU）,維管束植物,ツクシアオイ,Asarum kiusianum var. kiusianum
絶滅危惧II類（VU）,維管束植物,アケボノアオイ,Asarum kiusianum var. tubulosum
絶滅危惧II類（VU）,維管束植物,クワイバカンアオイ,Asarum kumageanum var. kumageanum
絶滅危惧II類（VU）,維管束植物,イワタカンアオイ,Asarum kurosawae
絶滅危惧II類（VU）,維管束植物,アマギカンアオイ,Asarum muramatsui var. muramatsui
絶滅危惧II類（VU）,維管束植物,ナンカイアオイ,Asarum nipponicum var. nankaiense
絶滅危惧II類（VU）,維管束植物,サカワサイシン,Asarum sakawanum var. sakawanum
絶滅危惧II類（VU）,維管束植物,トクノシマカンアオイ,Asarum simile
絶滅危惧II類（VU）,維管束植物,タマノカンアオイ,Asarum tamaense
絶滅危惧II類（VU）,維管束植物,ウンゼンカンアオイ,Asarum unzen
絶滅危惧II類（VU）,維管束植物,オニカンアオイ,Asarum yakusimense
絶滅危惧II類（VU）,維管束植物,ベニバナヤマシャクヤク,Paeonia obovata
絶滅危惧II類（VU）,維管束植物,マメヒサカキ,Eurya minutissima
絶滅危惧II類（VU）,維管束植物,コウライトモエソウ,Hypericum ascyron var. longistylum
絶滅危惧II類（VU）,維管束植物,エゾオトギリ,Hypericum yezoense
絶滅危惧II類（VU）,維管束植物,ダイセツヒナオトギリ,Hypericum yojiroanum
絶滅危惧II類（VU）,維管束植物,ナガバノモウセンゴケ,Drosera anglica
絶滅危惧II類（VU）,維管束植物,ナガバノイシモチソウ,Drosera indica
絶滅危惧II類（VU）,維管束植物,チドリケマン,Corydalis kushiroensis
絶滅危惧II類（VU）,維管束植物,カワチスズシロソウ,Arabis flagellosa var. kawachiensis
絶滅危惧II類（VU）,維管束植物,クモイナズナ,Arabis tanakana
絶滅危惧II類（VU）,維管束植物,タカチホガラシ,Cardamine kiusiana
絶滅危惧II類（VU）,維管束植物,エゾノジャニンジン,Cardamine schinziana
絶滅危惧II類（VU）,維管束植物,トモシリソウ,Cochlearia oblongifolia
絶滅危惧II類（VU）,維管束植物,クモマナズナ,Draba nipponica
絶滅危惧II類（VU）,維管束植物,ミギワガラシ,Rorippa globosa
絶滅危惧II類（VU）,維管束植物,ヒダカミセバヤ,Hylotelephium cauticola f. cauticola
絶滅危惧II類（VU）,維管束植物,ムラサキベンケイソウ,Hylotelephium pallescens
絶滅危惧II類（VU）,維管束植物,エッチュウミセバヤ,Hylotelephium sieboldii var. ettyuense
絶滅危惧II類（VU）,維管束植物,ツガルミセバヤ,Hylotelephium ussuriense var. tsugaruense
絶滅危惧II類（VU）,維管束植物,チャボツメレンゲ,Meterostachys sikokianus
絶滅危惧II類（VU）,維管束植物,コモチレンゲ,Orostachys malacophylla var. boehmeri
絶滅危惧II類（VU）,維管束植物,イワレンゲ,Orostachys malacophylla var. iwarenge
絶滅危惧II類（VU）,維管束植物,ゲンカイイワレンゲ,Orostachys malacophylla var. malacophylla
絶滅危惧II類（VU）,維管束植物,マツノハマンネングサ,Sedum hakonense
絶滅危惧II類（VU）,維管束植物,ウンゼンマンネングサ,Sedum polytrichoides
絶滅危惧II類（VU）,維管束植物,ヤハズマンネングサ,Sedum tosaense
絶滅危惧II類（VU）,維管束植物,オオチダケサシ,Astilbe rubra
絶滅危惧II類（VU）,維管束植物,オオクサアジサイ,Cardiandra moellendorffii
絶滅危惧II類（VU）,維管束植物,キレンゲショウマ,Kirengeshoma palmata
絶滅危惧II類（VU）,維管束植物,マルバチャルメルソウ,Mitella nuda
絶滅危惧II類（VU）,維管束植物,ワタナベソウ,Peltoboykinia watanabei
絶滅危惧II類（VU）,維管束植物,エチゼンダイモンジソウ,Saxifraga acerifolia
絶滅危惧II類（VU）,維管束植物,ウメウツギ,Deutzia uniflora
絶滅危惧II類（VU）,維管束植物,ブンゴウツギ,Deutzia zentaroana
絶滅危惧II類（VU）,維管束植物,リュウキュウコンテリギ,Hydrangea liukiuensis
絶滅危惧II類（VU）,維管束植物,ヒュウガアジサイ,Hydrangea serrata var. minamitanii
絶滅危惧II類（VU）,維管束植物,トカチスグリ,Ribes triste
絶滅危惧II類（VU）,維管束植物,ハハジマトベラ,Pittosporum beecheyi
絶滅危惧II類（VU）,維管束植物,リシリオウギ,Astragalus frigidus subsp. parviflorus
絶滅危惧II類（VU）,維管束植物,ミヤコジマツルマメ,Glycine koidzumii
絶滅危惧II類（VU）,維管束植物,チョウセンキハギ,Lespedeza maximowiczii
絶滅危惧II類（VU）,維管束植物,クロバナキハギ,Lespedeza melanantha
絶滅危惧II類（VU）,維管束植物,イヌハギ,Lespedeza tomentosa
絶滅危惧II類（VU）,維管束植物,ヒダカミヤマノエンドウ,Oxytropis retusa
絶滅危惧II類（VU）,維管束植物,コチョウインゲン,Vigna adenantha
絶滅危惧II類（VU）,維管束植物,ウスカワゴロモ,Hydrobryum floribundum
絶滅危惧II類（VU）,維管束植物,カワゴロモ,Hydrobryum japonicum
絶滅危惧II類（VU）,維管束植物,オオヤマカタバミ,Oxalis obtriangulata
絶滅危惧II類（VU）,維管束植物,カイフウロ,Geranium shikokianum var. kaimontanum
絶滅危惧II類（VU）,維管束植物,ツクシフウロ,Geranium soboliferum var. kiusianum
絶滅危惧II類（VU）,維管束植物,ボロジノニシキソウ,Chamaesyce sparrmannii
絶滅危惧II類（VU）,維管束植物,ハツバキ,Drypetes integerrima
絶滅危惧II類（VU）,維管束植物,フジタイゲキ,Euphorbia watanabei subsp. watanabei
絶滅危惧II類（VU）,維管束植物,ダイトウセイシボク,Excoecaria formosana var. daitoinsularis
絶滅危惧II類（VU）,維管束植物,ムニンゴシュユ,Melicope nishimurae
絶滅危惧II類（VU）,維管束植物,ヤクシマカラスザンショウ,Zanthoxylum yakumontanum
絶滅危惧II類（VU）,維管束植物,クロビイタヤ,Acer miyabei var. miyabei
絶滅危惧II類（VU）,維管束植物,クスノハカエデ,Acer oblongum subsp. itoanum
絶滅危惧II類（VU）,維管束植物,ハナノキ,Acer pycnanthum
絶滅危惧II類（VU）,維管束植物,サクノキ,Meliosma arnottiana subsp. oldhamii var. hachijoensis
絶滅危惧II類（VU）,維管束植物,ムニンイヌツゲ,Ilex matanoana
絶滅危惧II類（VU）,維管束植物,ヒメマサキ,Euonymus boninensis
絶滅危惧II類（VU）,維管束植物,リュウキュウツルマサキ,Euonymus fortunei var. austroliukiuensis (in schedule)
絶滅危惧II類（VU）,維管束植物,アオツリバナ,Euonymus yakushimensis
絶滅危惧II類（VU）,維管束植物,コバノクロヅル,Tripterygium doianum
絶滅危惧II類（VU）,維管束植物,オキナワツゲ,Buxus liukiuensis
絶滅危惧II類（VU）,維管束植物,ハマナツメ,Paliurus ramosissimus
絶滅危惧II類（VU）,維管束植物,ヤエヤマネコノチチ,Rhamnella franguloides var. inaequilatera
絶滅危惧II類（VU）,維管束植物,キビノクロウメモドキ,Rhamnus yoshinoi
絶滅危惧II類（VU）,維管束植物,チョウセンナニワズ,Daphne koreana
絶滅危惧II類（VU）,維管束植物,シャクナンガンピ,Daphnimorpha kudoi
絶滅危惧II類（VU）,維管束植物,ミヤマガンピ,Diplomorpha albiflora
絶滅危惧II類（VU）,維管束植物,サクラガンピ,Diplomorpha pauciflora
絶滅危惧II類（VU）,維管束植物,ハコネグミ,Elaeagnus matsunoana
絶滅危惧II類（VU）,維管束植物,イソスミレ,Viola grayi
絶滅危惧II類（VU）,維管束植物,チシマウスバスミレ,Viola hultenii
絶滅危惧II類（VU）,維管束植物,ホソバシロスミレ,Viola patrinii var. angustifolia
絶滅危惧II類（VU）,維管束植物,タチスミレ,Viola raddeana
絶滅危惧II類（VU）,維管束植物,アポイタチツボスミレ,Viola sacchalinensis f. alpina
絶滅危惧II類（VU）,維管束植物,シソバキスミレ,Viola yubariana
絶滅危惧II類（VU）,維管束植物,コウトウシュウカイドウ,Begonia fenicis
絶滅危惧II類（VU）,維管束植物,ミズマツバ,Rotala mexicana
絶滅危惧II類（VU）,維管束植物,ミズキカシグサ,Rotala rosea
絶滅危惧II類（VU）,維管束植物,ヒメビシ,Trapa incisa
絶滅危惧II類（VU）,維管束植物,ヒメフトモモ,Syzygium cleyerifolium
絶滅危惧II類（VU）,維管束植物,ミヤマハシカンボク,Blastus cochinchinensis
絶滅危惧II類（VU）,維管束植物,コバノミヤマノボタン,Bredia okinawensis
絶滅危惧II類（VU）,維管束植物,イオウノボタン,Melastoma candidum var. alessandrense
絶滅危惧II類（VU）,維管束植物,ヒメノボタン,Osbeckia chinensis
絶滅危惧II類（VU）,維管束植物,エゾミズタマソウ,Circaea lutetiana subsp. quadrisulcata
絶滅危惧II類（VU）,維管束植物,オオアカバナ,Epilobium hirsutum
絶滅危惧II類（VU）,維管束植物,トダイアカバナ,Epilobium platystigmatosum
絶滅危惧II類（VU）,維管束植物,ケミズキンバイ,Ludwigia adscendens
絶滅危惧II類（VU）,維管束植物,ミズキンバイ,Ludwigia peploides subsp. stipulacea
絶滅危惧II類（VU）,維管束植物,オグラノフサモ,Myriophyllum oguraense
絶滅危惧II類（VU）,維管束植物,ヒロハスギナモ,Hippuris tetraphylla
絶滅危惧II類（VU）,維管束植物,ムニンヤツデ,Fatsia oligocarpella
絶滅危惧II類（VU）,維管束植物,ムニンハマウド,Angelica boninensis
絶滅危惧II類（VU）,維管束植物,ツクシトウキ,Angelica pseudoshikokiana
絶滅危惧II類（VU）,維管束植物,イヌトウキ,Angelica shikokiana var. shikokiana
絶滅危惧II類（VU）,維管束植物,ホソバトウキ,Angelica stenoloba
絶滅危惧II類（VU）,維管束植物,ヒュウガトウキ,Angelica tenuisecta var. furcijuga
絶滅危惧II類（VU）,維管束植物,カワゼンゴ,Angelica tenuisecta var. tenuisecta
絶滅危惧II類（VU）,維管束植物,ヤクシマノダケ,Angelica yakusimensis
絶滅危惧II類（VU）,維管束植物,トサボウフウ,Angelica yoshinagae
絶滅危惧II類（VU）,維管束植物,ミシマサイコ,Bupleurum scorzonerifolium var. stenophyllum
絶滅危惧II類（VU）,維管束植物,シムラニンジン,Pterygopleurum neurophyllum
絶滅危惧II類（VU）,維管束植物,フキヤミツバ,Sanicula tuberculata
絶滅危惧II類（VU）,維管束植物,ヌマゼリ,Sium suave var. nipponicum
絶滅危惧II類（VU）,維管束植物,カラフトイチヤクソウ,Pyrola faurieana
絶滅危惧II類（VU）,維管束植物,チシマツガザクラ,Bryanthus gmelinii
絶滅危惧II類（VU）,維管束植物,ムラサキツリガネツツジ,Menziesia lasiophylla
絶滅危惧II類（VU）,維管束植物,ヨウラクツツジ,Menziesia purpurea
絶滅危惧II類（VU）,維管束植物,エゾムラサキツツジ,Rhododendron dauricum
絶滅危惧II類（VU）,維管束植物,キョウマルシャクナゲ,Rhododendron japonoheptamerum var. kyomaruense
絶滅危惧II類（VU）,維管束植物,アシタカツツジ,Rhododendron komiyamae
絶滅危惧II類（VU）,維管束植物,サカイツツジ,Rhododendron lapponicum subsp. parvifolium
絶滅危惧II類（VU）,維管束植物,ホソバシャクナゲ,Rhododendron makinoi
絶滅危惧II類（VU）,維管束植物,ナンゴクミツバツツジ,Rhododendron mayebarae var. mayebarae
絶滅危惧II類（VU）,維管束植物,キリシマミツバツツジ,Rhododendron nudipes var. kirishimense
絶滅危惧II類（VU）,維管束植物,ウラジロミツバツツジ,Rhododendron osuzuyamense
絶滅危惧II類（VU）,維管束植物,シブカワツツジ,Rhododendron sanctum var. lasiogynum
絶滅危惧II類（VU）,維管束植物,ジングウツツジ,Rhododendron sanctum var. sanctum
絶滅危惧II類（VU）,維管束植物,ケラマツツジ,Rhododendron scabrum
絶滅危惧II類（VU）,維管束植物,ハコネコメツツジ,Rhododendron tsusiophyllum
絶滅危惧II類（VU）,維管束植物,ヤクシマヤマツツジ,Rhododendron yakuinsulare
絶滅危惧II類（VU）,維管束植物,ヤクシマミツバツツジ,Rhododendron yakumontanum
絶滅危惧II類（VU）,維管束植物,ムニンシャシャンボ,Vaccinium boninense
絶滅危惧II類（VU）,維管束植物,ヒメツルコケモモ,Vaccinium microcarpum
絶滅危惧II類（VU）,維管束植物,アクシバモドキ,Vaccinium yakushimense
絶滅危惧II類（VU）,維管束植物,シナヤブコウジ,Ardisia chinensis
絶滅危惧II類（VU）,維管束植物,シマタイミンタチバナ,Myrsine maximowiczii
絶滅危惧II類（VU）,維管束植物,ノジトラノオ,Lysimachia barystachys
絶滅危惧II類（VU）,維管束植物,ミチノクコザクラ,Primula cuneifolia var. heterodonta
絶滅危惧II類（VU）,維管束植物,ヒダカイワザクラ,Primula hidakana var. hidakana
絶滅危惧II類（VU）,維管束植物,シコクカッコソウ,Primula kisoana var. shikokiana
絶滅危惧II類（VU）,維管束植物,レブンコザクラ,Primula modesta var. matsumurae
絶滅危惧II類（VU）,維管束植物,クモイコザクラ,Primula reinii var. kitadakensis
絶滅危惧II類（VU）,維管束植物,コイワザクラ,Primula reinii var. reinii
絶滅危惧II類（VU）,維管束植物,ソラチコザクラ,Primula sorachiana
絶滅危惧II類（VU）,維管束植物,テシオコザクラ,Primula takedana
絶滅危惧II類（VU）,維管束植物,キバナイソマツ,Limonium wrightii var. luteum
絶滅危惧II類（VU）,維管束植物,イソマツ,Limonium wrightii var. wrightii
絶滅危惧II類（VU）,維管束植物,コバノアカテツ,Planchonella obovata var. dubia
絶滅危惧II類（VU）,維管束植物,オオバケエゴノキ,Styrax japonica var. tomentosa
絶滅危惧II類（VU）,維管束植物,ミヤマシロバイ,Symplocos sonoharae
絶滅危惧II類（VU）,維管束植物,ヒトツバタゴ,Chionanthus retusus
絶滅危惧II類（VU）,維管束植物,オキナワソケイ,Jasminum sinense
絶滅危惧II類（VU）,維管束植物,ナンゴクモクセイ,Osmanthus enervius
絶滅危惧II類（VU）,維管束植物,チトセカズラ,Gardneria multiflora
絶滅危惧II類（VU）,維管束植物,オガサワラモクレイシ,Geniostoma glabrum
絶滅危惧II類（VU）,維管束植物,ヒメナエ,Mitrasacme indica
絶滅危惧II類（VU）,維管束植物,リシリリンドウ,Gentiana jamesii var. jamesii
絶滅危惧II類（VU）,維管束植物,イイデリンドウ,Gentiana jamesii var. robusta
絶滅危惧II類（VU）,維管束植物,リュウキュウコケリンドウ,Gentiana satsunanensis
絶滅危惧II類（VU）,維管束植物,ホソバツルリンドウ,Pterygocalyx volubilis
絶滅危惧II類（VU）,維管束植物,シマアケボノソウ,Swertia makinoana
絶滅危惧II類（VU）,維管束植物,ソナレセンブリ,Swertia noguchiana
絶滅危惧II類（VU）,維管束植物,シノノメソウ,Swertia swertopsis
絶滅危惧II類（VU）,維管束植物,イヌセンブリ,Swertia tosaensis
絶滅危惧II類（VU）,維管束植物,ヒメシロアサザ,Nymphoides coreana
絶滅危惧II類（VU）,維管束植物,バシクルモン,Apocynum venetum var. basikurumon
絶滅危惧II類（VU）,維管束植物,ロクオンソウ,Vincetoxicum amplexicaule
絶滅危惧II類（VU）,維管束植物,フナバラソウ,Vincetoxicum atratum
絶滅危惧II類（VU）,維管束植物,イシダテクサタチバナ,Vincetoxicum calcareum
絶滅危惧II類（VU）,維管束植物,ホウヨカモメヅル,Vincetoxicum hoyoense
絶滅危惧II類（VU）,維管束植物,イズカモメヅル,Vincetoxicum izuense
絶滅危惧II類（VU）,維管束植物,クサナギオゴケ,Vincetoxicum katoi
絶滅危惧II類（VU）,維管束植物,ヤマワキオゴケ,Vincetoxicum yamanakae
絶滅危惧II類（VU）,維管束植物,エゾキヌタソウ,Galium boreale var. kamtschaticum
絶滅危惧II類（VU）,維管束植物,エゾムグラ,Galium manshuricum
絶滅危惧II類（VU）,維管束植物,ヤブムグラ,Galium niewerthii
絶滅危惧II類（VU）,維管束植物,ヤクシマヤマムグラ,Galium pogonanthum var. yakumontanum
絶滅危惧II類（VU）,維管束植物,ハナムグラ,Galium tokyoense
絶滅危惧II類（VU）,維管束植物,オガサワラクチナシ,Gardenia boninensis
絶滅危惧II類（VU）,維管束植物,マルバシマザクラ,Hedyotis hookeri
